AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BEDROOM,SALES_PRICE
Adyar,1249,93,2,2,4,AdjLand,No,Commercial,NoSewr ,Paved,A,3.9,4.8,12642285
Chrompet,839,175,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RH,2.5,3.2,9107430
Chrompet,1286,105,2,1,4,AbNormal,No,House,AllPub,No Access,RM,2.2,4.9,9153300
KK Nagar,2467,69,4,2,6,AdjLand,No,House,AllPub,Gravel,RL,3,2.4,12650920
Karapakkam,653,121,1,1,2,AdjLand,No,Commercial,ELO,No Access,RM,2.5,5,7635250
Karapakkam,606,4,1,1,2,Family,Yes,Others,NoSeWa,Gravel,RM,2.6,3.9,7854000
T Nagar,1837,81,2,1,5,AdjLand,Yes,House,ELO,No Access,RL,4.3,4.8,13197230
Velachery,1880,95,3,2,5,Family,Yes,Commercial,NoSeWa,No Access,C,3.7,4.2,13669670
KK Nagar,2189,1,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,2.3,4.5,18249860
Velachery,1853,123,3,2,5,AdjLand,Yes,Commercial,NoSewr ,Paved,C,2.4,4.5,14707330
Chrompet,1057,200,1,1,3,Normal Sale,No,Others,AllPub,Paved,RL,4.3,2.6,9144840
Adyar,723,49,1,1,2,Family,No,Commercial,ELO,Gravel,RM,3.6,3.7,10969920
T Nagar,1812,100,2,1,5,Family,No,Others,ELO,No Access,RL,2.8,4.2,12248640
T Nagar,1788,145,1,1,4,AdjLand,Yes,Others,ELO,No Access,RL,4.6,5,14225180
Velachery,1615,31,2,1,4,AbNormal,No,House,ELO,Paved,I,4.5,4.8,8019280
Anna Nagar,1755,85,1,1,4,AdjLand,No,House,NoSewr ,No Access,RL,3.8,2.1,11410310
Adyar,1296,25,2,2,4,Family,No,House,AllPub,No Access,RM,3.5,4.8,9950600
KK Nagar,1554,18,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,RL,2.7,3.8,9980320
Anna Nagar,1737,71,1,1,4,AdjLand,Yes,House,AllPub,Gravel,RL,4.4,4.2,14292780
Karapakkam,785,116,1,1,2,Family,Yes,Others,AllPub,No Access,I,4,3,5752875
Karapakkam,1678,70,2,2,4,Partial,Yes,Commercial,NoSeWa,Gravel,C,3.3,4.9,11883250
KK Nagar,2360,171,4,2,6,Normal Sale,Yes,Commercial,NoSewr ,Paved,RM,2,4.6,19816180
KK Nagar,1464,2,2,1,4,Family,Yes,Others,NoSewr ,Paved,RH,4.8,3.1,9394640
KK Nagar,1632,156,2,1,4,Partial,Yes,Others,AllPub,Gravel,RH,2.7,2.9,10506420
Velachery,1755,103,2,1,4,AbNormal,Yes,Others,ELO,No Access,C,2.6,4,8762820
Velachery,1556,105,2,1,4,Partial,No,Others,NoSeWa,Paved,RL,4.6,4.4,9348100
Adyar,1170,120,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RH,3,4,9134740
Adyar,901,106,1,1,3,Partial,No,Others,AllPub,Gravel,I,4.6,4.6,7643255
Karapakkam,1160,184,1,1,3,Partial,Yes,Commercial,NoSeWa,Gravel,A,4,2.9,8886250
Karapakkam,1570,170,2,2,4,Family,Yes,House,NoSewr ,No Access,A,3,3,6407000
Karapakkam,1476,167,2,2,4,AbNormal,No,Commercial,NoSewr ,Paved,RL,4.4,4.4,11536000
Karapakkam,586,190,1,1,2,Family,Yes,Others,ELO,Paved,I,4.4,2.2,5333000
Karapakkam,1059,110,1,1,3,Normal Sale,Yes,House,AllPub,Paved,RL,3.9,4.9,7849250
T Nagar,1712,1,1,1,4,AbNormal,Yes,House,NoSewr ,Gravel,RL,3.5,3.1,13797720
Adyar,847,7,1,1,3,Partial,No,Others,NoSeWa,Gravel,RH,2.6,2.7,7492300
Karapakkam,1192,152,1,1,3,Family,No,House,NoSewr ,No Access,I,4.5,3.6,5342250
Velachery,1942,126,3,2,5,Partial,Yes,Commercial,AllPub,No Access,RL,4.1,2.7,16212650
Karapakkam,557,105,1,1,2,Family,Yes,Others,ELO,No Access,I,4.3,2.8,4710125
Velachery,1728,123,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,I,4,2.8,14898480
Velachery,1798,23,2,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,3,4,17060380
Karapakkam,1497,24,2,2,4,Partial,Yes,House,AllPub,Gravel,A,4.4,4.8,6931750
Chrompet,1173,27,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RH,3.1,3.2,8196400
Anna Nagar,1640,198,1,1,4,Partial,Yes,Commercial,NoSewr ,No Access,RH,3.7,4.5,17704670
KK Nagar,1747,82,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RL,2.2,3.1,10784680
Karapakkam,1342,183,2,2,4,AbNormal,Yes,Commercial,ELO,No Access,I,4.8,2.2,9594250
T Nagar,2000,31,2,1,5,AdjLand,No,House,NoSewr ,No Access,RM,4.1,2.4,13596890
Velachery,1987,158,3,2,5,Family,No,Others,NoSeWa,Gravel,RH,3.7,2.9,11156320
Karapakkam,1567,2,2,2,4,Family,No,Others,AllPub,Gravel,C,4.2,4.5,7725875
Karapakkam,1188,187,1,1,3,Partial,No,Commercial,AllPub,No Access,RM,2.8,3.3,9819500
Adyar,737,12,1,1,2,Family,No,House,NoSewr ,No Access,A,2,3.5,3869180
Karapakkam,785,63,1,1,2,AdjLand,Yes,Others,NoSeWa,Paved,C,2.1,2.1,5852625
KK Nagar,2078,13,3,2,5,AbNormal,No,House,NoSeWa,Paved,RH,2.3,4.6,9696820
Adyar,647,45,1,1,2,Family,Yes,Commercial,AllPub,No Access,RH,2,4,9574550
Karapakkam,1171,111,1,1,3,AdjLand,Yes,Others,AllPub,No Access,A,4,2.2,6102625
KK Nagar,2435,124,4,2,6,Partial,Yes,Commercial,NoSewr ,Gravel,RM,2.6,4.1,20246360
Velachery,1805,29,3,2,5,AdjLand,Yes,Commercial,AllPub,Paved,RL,2.6,5,16930470
Karapakkam,1145,38,1,1,3,Normal Sale,No,House,AllPub,Gravel,A,4.2,3.8,5510250
Karapakkam,971,15,1,1,3,Normal Sale,No,House,AllPub,Paved,RL,2.4,2.1,6530500
Karapakkam,1657,78,2,2,4,AbNormal,Yes,Others,NoSeWa,Gravel,RL,3.6,3.8,10147125
Velachery,1638,16,2,1,4,AdjLand,Yes,House,NoSewr ,No Access,RH,4.1,4.2,9705900
Adyar,1284,141,2,2,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,3.4,4.3,16107475
Adyar,1273,66,2,2,4,AbNormal,No,Others,ELO,No Access,A,2.2,3.4,7451690
Chrompet,1185,188,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RL,3.5,3,10163000
T Nagar,1538,161,1,1,4,Family,Yes,Commercial,NoSewr ,Gravel,RL,4.1,3.8,19376950
KK Nagar,1929,84,3,2,5,Normal Sale,No,Others,AllPub,Paved,RH,4.1,3.1,10173980
KK Nagar,1656,30,2,1,4,AbNormal,Yes,House,NoSewr ,Paved,RM,4.1,4.1,10910100
Adyar,1287,9,2,2,4,Family,Yes,Commercial,NoSeWa,Gravel,I,2.6,2.3,15013625
T Nagar,1749,118,1,1,4,AbNormal,No,Others,NoSeWa,No Access,RH,3.5,4.3,11713410
Anna Nagar,1585,188,1,1,4,Family,No,Commercial,AllPub,No Access,RL,2.3,2.1,17382790
T Nagar,1962,180,2,1,5,Normal Sale,Yes,Others,NoSewr ,Paved,RM,4.8,3.6,15862990
KK Nagar,1425,106,2,1,4,Normal Sale,No,House,NoSewr ,Paved,RL,3.8,3.8,8677280
Karapakkam,884,11,1,1,2,Normal Sale,Yes,Commercial,NoSewr ,Paved,I,4.8,3.8,8282500
Chrompet,1052,159,1,1,3,Normal Sale,No,Others,NoSewr ,No Access,RH,4.4,4.4,7926740
T Nagar,1756,12,1,1,4,Partial,No,House,NoSeWa,Gravel,RL,5,3.5,12093570
Karapakkam,523,148,1,1,2,AbNormal,Yes,House,AllPub,Gravel,RM,3,4,7390000
Velachery,1524,33,2,1,4,Family,Yes,Others,NoSewr ,Paved,RM,3.9,3.8,11053290
T Nagar,1949,137,2,1,5,Partial,Yes,Others,NoSewr ,No Access,RM,3.3,2,14464930
Chrompet,1263,61,2,1,4,AdjLand,No,Others,NoSeWa,Gravel,RL,4.7,2.2,10637010
KK Nagar,1917,106,3,2,5,Family,Yes,House,AllPub,Paved,RL,2.7,3.4,11045960
KK Nagar,1401,100,2,1,4,Partial,No,House,NoSeWa,Paved,RH,2.2,3,7410200
Chrompet,723,8,1,1,2,Family,No,Others,AllPub,Gravel,RM,2.7,5,8645860
T Nagar,1660,156,1,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RH,4,4.5,17787740
Chrompet,895,191,1,1,3,Partial,Yes,House,ELO,Gravel,RH,3.9,3.5,8514750
Anna Nagar,1889,160,2,1,5,Partial,Yes,House,ELO,Gravel,RM,3.5,2.4,13841050
Chrompet,1199,187,1,1,3,AdjLand,No,Others,NoSewr ,Paved,RH,2.5,4.9,9160580
Karapakkam,782,95,1,1,2,AdjLand,Yes,Commercial,AllPub,No Access,I,3.8,3.4,7794500
Anna Nagar,1571,124,1,1,4,Partial,Yes,Others,NoSewr ,Paved,RL,3.9,4.8,12946530
KK Nagar,1848,178,3,2,5,Normal Sale,Yes,Commercial,NoSewr ,Paved,RL,3.8,2.8,15883280
Chrompet,1131,64,1,1,3,AdjLand,Yes,Others,NoSewr ,No Access,RL,4.6,3.2,10089670
Karapakkam,1062,15,1,1,3,AdjLand,Yes,House,AllPub,No Access,A,4.3,4.9,5335750
KK Nagar,1983,148,3,2,5,AdjLand,Yes,House,AllPub,Paved,RM,2.3,2.1,12126880
Velachery,1572,1,2,1,4,AdjLand,No,House,NoSewr ,Gravel,C,2,2.4,8165450
Anna Nagar,1535,149,1,1,4,Family,No,Others,ELO,Gravel,RH,3.6,4.3,11484740
T Nagar,1818,193,2,1,5,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,4.2,3.9,22024740
KK Nagar,1484,54,2,1,4,Partial,Yes,Others,NoSewr ,Gravel,RH,3.4,4.2,9771020
KK Nagar,2189,60,3,2,5,AdjLand,No,Others,NoSewr ,Gravel,RH,4.9,2.7,12071880
Chrompet,1203,171,2,1,4,Partial,No,Commercial,AllPub,No Access,RL,2.6,3,12925550
KK Nagar,1610,140,2,1,4,Partial,Yes,Commercial,AllPub,Gravel,RM,2.9,4.6,15387480
Adyar,863,26,1,1,3,AbNormal,Yes,House,NoSeWa,Paved,A,3.1,3.1,6637005
Karapakkam,985,61,1,1,3,Partial,No,Others,AllPub,Gravel,RL,2.2,2.3,7446875
Karapakkam,1623,47,2,2,4,AbNormal,No,Commercial,AllPub,Paved,RH,4.6,4.2,11658500
Adyar,1019,153,1,1,3,Partial,No,House,ELO,Gravel,C,3.7,3.4,6663435
Karapakkam,1575,4,2,2,4,Family,Yes,House,NoSeWa,Paved,RM,3.6,4.3,9894250
Chrompet,802,161,1,1,3,AbNormal,No,Others,NoSeWa,No Access,RM,3.4,3.6,7968490
T Nagar,1846,190,2,1,5,Normal Sale,No,Others,NoSewr ,No Access,RH,2.8,5,12403760
Chrompet,759,131,1,1,2,AdjLand,No,Others,AllPub,Paved,RL,4,3,8149280
KK Nagar,2060,159,3,2,5,AbNormal,No,Commercial,NoSewr ,Paved,RL,3.1,4.5,16012600
KK Nagar,1503,183,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RM,4.3,3.2,11121040
Velachery,1853,17,3,2,5,Partial,Yes,House,NoSeWa,No Access,RL,4.2,2.6,9462230
T Nagar,1739,16,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,4.5,4,20477590
Karapakkam,766,38,1,1,2,Family,Yes,Commercial,NoSeWa,Paved,RM,4.8,2,8755500
Chrompet,857,27,1,1,3,AbNormal,Yes,Others,AllPub,No Access,RL,3,4.8,8471590
T Nagar,1887,108,2,1,5,Partial,No,House,ELO,Gravel,RM,3,2.3,13024030
Karapakkam,1502,98,2,2,4,Normal Sale,No,House,NoSewr ,No Access,RM,2.2,2.4,8215250
Velachery,1568,109,2,1,4,Family,No,Others,NoSeWa,No Access,A,3.4,4.1,6361850
Chrompet,918,190,1,1,3,Partial,No,Commercial,NoSeWa,No Access,RM,3.6,4.2,10929300
Adyar,1289,70,2,2,4,Normal Sale,No,Commercial,AllPub,Gravel,RH,3.2,2.3,14634500
KK Nagar,1941,34,3,2,5,AdjLand,No,Others,NoSeWa,Gravel,RM,3.7,3.2,12228420
Velachery,1730,146,2,1,4,AbNormal,Yes,Others,NoSeWa,No Access,RL,2,2.6,10494410
Velachery,1513,128,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,A,2.6,4.7,12350640
Velachery,1762,142,2,1,4,Family,Yes,House,NoSeWa,No Access,RH,2.7,4.8,9071080
Anna Nagar,1970,65,2,1,5,Partial,Yes,House,AllPub,No Access,RH,2.9,3.4,12450910
Velachery,1702,129,2,1,4,AbNormal,No,Commercial,NoSewr ,No Access,I,4.4,2.3,12225650
Velachery,1726,19,2,1,4,Partial,No,House,NoSewr ,No Access,C,2.6,3.4,6804640
Chrompet,1243,164,2,1,4,Family,Yes,Commercial,NoSewr ,Gravel,RL,2.7,4.1,15495150
Velachery,1550,53,2,1,4,Partial,Yes,Commercial,ELO,Gravel,A,3.5,3.4,12456680
KK Nagar,1830,123,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,3.2,3.4,16312280
Karapakkam,1435,76,2,2,4,AbNormal,Yes,House,NoSeWa,Gravel,RM,3.4,4.8,9753250
Velachery,1729,105,2,1,4,Partial,Yes,Others,ELO,Paved,RH,4.4,2,10629750
T Nagar,1572,113,1,1,4,AdjLand,Yes,Commercial,AllPub,Gravel,RM,2.9,4.5,20715860
Chrompet,1145,74,1,1,3,AdjLand,Yes,Commercial,NoSewr ,Gravel,RH,4.3,2.5,14297200
Chrompet,1043,143,1,1,3,AbNormal,Yes,Others,ELO,No Access,RH,3.9,2.7,8317410
Karapakkam,1332,137,1,1,3,Normal Sale,No,Others,NoSewr ,Paved,RM,3.5,4.2,8261500
Karapakkam,608,41,1,1,2,Family,Yes,Commercial,ELO,No Access,I,4.5,2.5,6206250
Adyar,676,67,1,1,2,Partial,Yes,Commercial,NoSewr ,No Access,I,3.2,2.1,8400465
Velachery,1685,175,2,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RH,3.9,5,11104320
Adyar,658,175,1,1,2,AdjLand,No,Others,NoSeWa,Gravel,C,3.6,3.2,6083885
Chrompet,1008,99,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RL,5,3.9,8836160
Anna Nagar,1924,36,2,1,5,Family,No,Others,ELO,No Access,RM,3,5,13620040
KK Nagar,2112,77,3,2,5,AdjLand,No,Commercial,NoSewr ,Gravel,RH,2.8,2.1,16756460
Chrompet,917,177,1,1,3,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RH,2.8,4.4,11889950
Karapakkam,1353,20,2,2,4,AbNormal,Yes,Others,ELO,No Access,RL,3.7,2.5,8573875
Anna Nagar,1694,161,1,1,4,AbNormal,Yes,Others,AllPub,Paved,RL,4.4,3.6,14054970
Anna Nagar,1625,192,1,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RH,4.3,4.3,18316110
Anna Nagar,1882,45,2,1,5,Normal Sale,Yes,Others,AllPub,No Access,RL,2.2,4.5,14761860
T Nagar,1924,80,2,1,5,Normal Sale,Yes,Commercial,AllPub,No Access,RM,2.9,2.5,22123260
Chrompet,894,89,1,1,3,AbNormal,No,Commercial,NoSeWa,No Access,RM,2.9,2.6,10882400
Karapakkam,904,82,1,1,3,Normal Sale,Yes,Others,NoSewr ,No Access,RL,2.4,3.4,6863000
Adyar,1279,190,2,2,4,AdjLand,No,House,NoSeWa,Gravel,RH,4,5,9792910
Velachery,1547,23,2,1,4,AbNormal,No,Others,ELO,Gravel,RM,4.9,2.5,10090590
Karapakkam,626,193,1,1,2,Family,No,House,AllPub,Paved,RH,4.2,3.7,5072750
T Nagar,1673,32,1,1,4,Partial,No,Others,NoSewr ,No Access,RM,4.8,3.1,12156320
Chrompet,1296,65,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RH,4.4,2.5,10741020
KK Nagar,2194,73,3,2,5,Partial,No,Commercial,NoSewr ,Gravel,RH,2.8,4.2,16805520
KK Nagar,1678,200,2,1,4,Partial,No,Commercial,NoSeWa,Paved,RL,4.2,3,13586120
Chrompet,702,190,1,1,2,AdjLand,Yes,House,ELO,No Access,RM,2,3,8021300
Adyar,1067,55,1,1,3,Partial,Yes,House,ELO,No Access,RH,2.4,3.5,7960405
Chrompet,980,90,1,1,3,Family,Yes,Commercial,NoSeWa,Paved,RH,4.3,2.1,11847350
KK Nagar,1989,185,3,2,5,AdjLand,Yes,House,NoSeWa,Paved,RM,2.7,2.7,11985600
Chrompet,1257,163,2,1,4,Normal Sale,No,Commercial,NoSewr ,Paved,RL,4.7,5,13788450
Chrompet,1069,55,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RH,2.5,4.9,10080280
Karapakkam,606,86,1,1,2,AbNormal,No,Commercial,NoSeWa,No Access,RL,2.6,3.8,6564750
Karapakkam,1449,49,2,2,4,Partial,Yes,House,NoSeWa,Gravel,RL,3.1,4.6,8861500
Karapakkam,1154,170,1,1,3,Family,No,House,NoSewr ,Paved,RM,3.5,5,7880000
Adyar,927,72,1,1,3,Family,No,Commercial,NoSeWa,Gravel,RM,4.7,2.6,12682895
Karapakkam,1613,151,2,2,4,Family,Yes,Others,ELO,Gravel,RL,4.8,4.6,10169625
Velachery,1851,106,3,2,5,AdjLand,Yes,House,AllPub,Gravel,RM,4.9,2.5,11959100
Velachery,1511,128,2,1,4,Family,No,Commercial,NoSewr ,No Access,C,2.2,2.7,10391900
KK Nagar,1765,6,2,1,4,AbNormal,No,Others,NoSeWa,Paved,RH,2.6,3.7,9338880
Karapakkam,1238,63,1,1,3,Normal Sale,Yes,Commercial,ELO,No Access,RM,4.9,4,11329750
Chrompet,934,3,1,1,3,Family,Yes,House,ELO,Gravel,RH,5,2.7,8469050
Chrompet,754,92,1,1,2,Family,Yes,House,NoSewr ,Paved,RL,4.2,2.1,7705800
T Nagar,1736,60,1,1,4,Partial,Yes,Others,AllPub,Paved,RL,2.2,3,14057180
Chrompet,980,18,1,1,3,AbNormal,Yes,House,NoSeWa,Gravel,RH,3.1,3.9,8621500
Karapakkam,1299,114,1,1,3,AdjLand,No,Commercial,NoSewr ,Paved,I,3,2.4,9338500
Karapakkam,849,118,1,1,2,Normal Sale,No,Others,NoSewr ,Paved,RH,3.2,4,5668875
KK Nagar,1450,169,2,1,4,AdjLand,Yes,Others,AllPub,Paved,RH,3.8,2.4,10040420
T Nagar,1634,11,1,1,4,Partial,Yes,House,NoSewr ,Paved,RM,4.8,2.6,12730270
Karapakkam,1320,57,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Paved,I,2.8,4.5,11071500
Chrompet,769,69,1,1,2,AdjLand,Yes,House,ELO,No Access,RH,2.5,3,7261650
Karapakkam,1150,32,1,1,3,Partial,Yes,House,NoSewr ,Gravel,I,2.9,3,6982000
Chrompet,908,39,1,1,3,Normal Sale,No,Others,AllPub,Paved,RH,4.7,4.3,7546960
Karapakkam,1668,141,2,2,4,AbNormal,Yes,Commercial,ELO,Gravel,RH,3.3,3.5,13650500
KK Nagar,1990,149,3,2,5,AdjLand,No,House,NoSeWa,Gravel,RH,5,4.5,10652120
Anna Nagar,1857,28,2,1,5,Normal Sale,No,Others,NoSeWa,Gravel,RH,3.6,4.5,13378610
KK Nagar,2061,115,3,2,5,Partial,Yes,Commercial,NoSeWa,Gravel,RL,2.5,2.2,17265880
KK Nagar,1668,14,2,1,4,AbNormal,No,House,AllPub,Gravel,RL,4.7,3,10044620
KK Nagar,1444,198,2,1,4,Normal Sale,No,House,AllPub,Gravel,RL,3.9,3.3,9153720
Chrompet,1121,106,1,1,3,Partial,Yes,Others,NoSeWa,Paved,RH,2.4,2.6,9089520
KK Nagar,1514,4,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,RH,5,3.5,9075660
Chrompet,1256,34,2,1,4,AbNormal,Yes,House,AllPub,No Access,RL,2.5,4.4,9957800
Karapakkam,672,103,1,1,2,AbNormal,Yes,Others,NoSeWa,No Access,RH,3.9,5,5805250
Adyar,908,112,1,1,3,Family,Yes,Commercial,AllPub,Gravel,RL,4.9,2.8,13087155
Karapakkam,1631,22,2,2,4,Normal Sale,Yes,House,ELO,Paved,RL,4.5,4.3,9314000
Adyar,1001,58,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RL,3.8,2.7,10533755
Velachery,1618,8,2,1,4,Normal Sale,No,Commercial,AllPub,Paved,A,4.2,3.7,11462310
KK Nagar,2340,129,4,2,6,AdjLand,Yes,Others,NoSeWa,Paved,RH,3.7,4.6,12948200
Karapakkam,1159,121,1,1,3,AdjLand,No,Others,NoSewr ,No Access,RH,2.1,4.4,6149625
Velachery,1775,43,2,1,4,AbNormal,Yes,Others,AllPub,Paved,RH,3.5,4.5,11031600
Chrompet,1008,30,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RM,3.7,3.2,12713050
Velachery,1563,57,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RM,4.1,2.7,15664740
KK Nagar,1723,35,2,1,4,Normal Sale,Yes,House,AllPub,Gravel,RL,2.3,5,11265520
Velachery,1543,55,2,1,4,Normal Sale,No,Commercial,ELO,No Access,RM,3.8,2.2,12900790
Chrompet,1231,161,2,1,4,AdjLand,No,Others,ELO,Gravel,RL,4.4,3.2,10271420
T Nagar,1995,111,2,1,5,Family,No,Others,NoSewr ,Paved,RL,3.9,3.2,14154840
KK Nagar,2113,28,3,2,5,AdjLand,No,Others,NoSeWa,Paved,RM,4.4,2.9,12160420
T Nagar,1849,93,2,1,5,Partial,Yes,Commercial,NoSewr ,Gravel,RM,2.3,3.1,22084180
Chrompet,1095,144,1,1,3,AdjLand,Yes,Others,NoSeWa,Paved,RH,5,2.8,9953350
Karapakkam,1057,187,1,1,3,AdjLand,No,Commercial,NoSewr ,Paved,RH,3.8,4.2,8788500
Karapakkam,841,187,1,1,2,Partial,Yes,House,NoSewr ,Gravel,I,4.1,3.8,6266250
Adyar,693,80,1,1,2,AdjLand,Yes,House,ELO,Gravel,C,3,4.6,6879510
Anna Nagar,1666,173,1,1,4,Partial,No,House,AllPub,Gravel,RL,4.2,3.6,11991280
T Nagar,1517,131,1,1,4,AdjLand,Yes,Commercial,AllPub,Gravel,RM,4,3.6,19817860
Anna Nagar,1854,72,2,1,5,Family,No,Commercial,AllPub,Gravel,RH,4.1,2.2,19766360
Adyar,789,117,1,1,2,AbNormal,No,Commercial,AllPub,Paved,A,4.5,2.4,8098070
Chrompet,760,24,1,1,2,AbNormal,Yes,House,ELO,Paved,RL,3.7,4,8274000
Chrompet,1137,29,1,1,3,Family,No,Others,AllPub,Paved,RH,4.7,4.8,8912540
Anna Nagar,1687,6,1,1,4,Family,Yes,Commercial,ELO,Gravel,RH,3.9,3.9,19609810
Karapakkam,984,183,1,1,3,Family,Yes,House,NoSewr ,No Access,C,2.7,4.7,5340750
Karapakkam,1662,154,2,2,4,AbNormal,No,Commercial,AllPub,Gravel,RH,2.3,4.4,12825500
Adyar,1065,75,1,1,3,AdjLand,No,Others,NoSewr ,Paved,I,4.9,3.5,8717385
KK Nagar,1621,101,2,1,4,Family,No,Others,NoSeWa,Paved,RM,3.6,2.4,9928200
Chrompet,703,60,1,1,2,Normal Sale,Yes,Others,NoSeWa,No Access,RM,2,4.5,8231860
Chrompet,1221,62,2,1,4,AbNormal,No,Others,NoSeWa,Gravel,RL,2.1,4,9833270
KK Nagar,1577,22,2,1,4,Family,No,Commercial,NoSewr ,Gravel,RH,4.5,3.4,13277420
Chrompet,989,193,1,1,3,Normal Sale,Yes,Others,NoSewr ,Paved,RM,4.2,2.7,10613930
KK Nagar,1368,6,2,1,4,AdjLand,Yes,Others,AllPub,Gravel,RL,3.3,4.4,10801520
KK Nagar,2365,128,4,2,6,Family,Yes,Commercial,NoSewr ,Paved,RL,2.9,3.2,18637600
Anna Nagar,1525,119,1,1,4,Normal Sale,No,Commercial,AllPub,Paved,RL,4.2,5,17566590
Adyar,1180,63,1,1,3,AdjLand,Yes,House,NoSewr ,Paved,I,2.5,3.1,9397585
Karapakkam,1122,58,1,1,3,AbNormal,No,Others,NoSewr ,Gravel,I,3.4,4,6889250
Anna Nagar,1775,152,1,1,4,Partial,Yes,Commercial,AllPub,Paved,RH,2.7,2.6,19512010
Anna Nagar,1877,47,2,1,5,Family,No,Others,AllPub,No Access,RL,4.5,2.5,13064510
Chrompet,760,127,1,1,2,AbNormal,No,House,AllPub,Gravel,RM,4.1,2.8,8386750
KK Nagar,2297,51,4,2,6,Family,No,Others,AllPub,Paved,RH,3.8,2.9,11569680
Karapakkam,787,43,1,1,2,Partial,Yes,Others,NoSeWa,Gravel,RL,4.2,4.1,7825375
KK Nagar,2317,37,4,2,6,AbNormal,No,House,NoSewr ,Paved,RH,5,2.2,10502160
Karapakkam,749,187,1,1,2,Family,Yes,House,NoSeWa,Gravel,C,3.4,3,5286000
Velachery,1616,188,2,1,4,Family,No,House,NoSewr ,Paved,RM,4.4,2.6,9794230
Adyar,1284,199,2,2,4,AbNormal,Yes,House,NoSeWa,Paved,RH,2.3,2.4,9885575
Chrompet,756,176,1,1,2,AbNormal,Yes,Commercial,ELO,No Access,RM,3.1,2.2,10478100
Chrompet,1238,132,2,1,4,Normal Sale,No,House,ELO,Paved,RM,3.3,2.6,9345900
Chrompet,1236,41,2,1,4,AbNormal,Yes,House,NoSewr ,Paved,RH,3.6,4.3,9314050
T Nagar,1664,108,1,1,4,Normal Sale,No,Others,AllPub,Paved,RM,2.3,4.4,13251910
Anna Nagar,1537,37,1,1,4,Normal Sale,No,Commercial,NoSewr ,Paved,RM,3.6,3.4,18331880
Velachery,1731,184,2,1,4,Partial,No,Commercial,NoSewr ,Paved,RH,2.4,4.3,13478680
Chrompet,929,39,1,1,3,AdjLand,Yes,House,NoSewr ,Paved,RH,3.1,3.4,8907400
Chrompet,786,21,1,1,2,Normal Sale,No,House,ELO,Gravel,RM,3,3.1,8185800
Karapakkam,1370,178,2,2,4,AdjLand,Yes,Others,NoSewr ,Paved,RH,3.6,5,9125250
Karapakkam,1685,58,2,2,4,AbNormal,No,House,NoSewr ,Gravel,C,3.8,2.1,6922750
T Nagar,1549,77,1,1,4,AdjLand,No,House,NoSeWa,Paved,RM,4.8,4.8,12133650
Anna Nagar,1539,107,1,1,4,AdjLand,Yes,Commercial,ELO,Paved,RH,3.1,2.4,18200410
Anna Nagar,1898,111,2,1,5,AbNormal,No,Others,NoSeWa,No Access,RM,4.4,3.2,13485130
Chrompet,918,131,1,1,3,Partial,Yes,Commercial,NoSewr ,Paved,RH,4.9,2.2,11762550
Chrompet,774,50,1,1,2,AbNormal,Yes,Others,AllPub,Paved,RM,2.9,5,9104380
Chrompet,1072,36,1,1,3,Partial,No,Commercial,AllPub,Gravel,RH,4.5,3.7,11935950
Chrompet,1239,59,2,1,4,AdjLand,Yes,Others,ELO,Gravel,RH,3.3,4.5,10881130
KK Nagar,1362,96,2,1,4,AdjLand,No,Commercial,NoSeWa,Gravel,RH,2.5,3.8,12146740
T Nagar,1785,128,1,1,4,Partial,Yes,Others,NoSeWa,Gravel,RL,3.3,2.2,14128990
KK Nagar,2181,104,3,2,5,Family,Yes,House,NoSeWa,Gravel,RL,4.2,2.6,11821400
